Nama Paket,Instansi,preprocessing
Tenaga Ahli Perencanaan dan Penganggaran Bidang Perkuatan Sistem Database Pendanaan Pembangunan TA 2019 Tender Ulang spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,tenaga ahli perencanaan penganggaran bidang perkuatan sistem database pendanaan pembangunan ta 2019 tender ulang spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Pengadaan Alat Tulis Kantor (ATK) TA. 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pengadaan alat tulis kantor atk ta 2019 spse 4.3 pengadaan barang ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Pengelolaan Gedung (Building Manajemen) 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,pengadaan jasa pengelolaan gedung building manajemen 2019 spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Sewa Communication Center (Call Center) spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,sewa communication center call center spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pemeliharaan Perangkat Keamanan Jaringan (Perpanjangan Lisensi) spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pemeliharaan perangkat keamanan jaringan perpanjangan lisensi spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Lainnya Sewa Peralatan Kantor Sekretariat Dewan Nasional Keuangan Inklusif (SDNKI) Tahun Anggaran 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa lainnya sewa peralatan kantor sekretariat dewan nasional keuangan inklusif sdnki tahun anggaran 2019 spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Belanja Jasa Konsultan Tenaga Ahli Muda Perencanaan Pembangunan Bidang Infrastruktur Energi, Telekomunikasi dan Informatika Kegiatan Koordinasi Perencanaan Pembangunan Infrastruktur Energi, Telekomunikasi dan Informatika spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli muda perencanaan pembangunan bidang infrastruktur energi telekomunikasi informatika kegiatan koordinasi perencanaan pembangunan infrastruktur energi telekomunikasi informatika spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Belanja Jasa Konsultan Tenaga Ahli IT Analisa Sistem Kegiatan Koordinasi Sekretariat Dewan TIK Nasional TA 2019 spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli it analisa sistem kegiatan koordinasi sekretariat dewan tik nasional ta 2019 spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Belanja jasa KOnsultan Tenaga Ahli Senior Monitoring dan Evaluasi Strategic Nasional ICT Kegiatan Koordinasi Sekretariat Dewan TIK Nasional TA 2019 spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli senior monitoring evaluasi strategic nasional ict kegiatan koordinasi sekretariat dewan tik nasional ta 2019 spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Lainnya Sewa Peralatan Kantor Kegiatan Koordinasi Kebijakan Pengembangan Ekonomi Digital (SPNBE) Tahun Anggaran 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa lainnya sewa peralatan kantor kegiatan koordinasi kebijakan pengembangan ekonomi digital spnbe tahun anggaran 2019 spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pemeliharaan Sistem Tata Udara spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pemeliharaan sistem tata udara spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pemeliharaan Sistem Mekanikal Elektrikal spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pemeliharaan sistem mekanikal elektrikal spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pemeliharaan Sistem Plumbing dan STP spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pemeliharaan sistem plumbing stp spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Tender Itemized Katalog Nasional Formulir Berhologram Pemilu 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,tender itemized katalog nasional formulir berhologram pemilu 2019 spse 4.3 pengadaan barang ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Tender Itemized Katalog Nasional Salinan Formulir Model C, Formulir Model DAA.1 Plano dan Formulir DA.1 Plano Pemilu 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Komisi Pemilihan Umum,tender itemized katalog nasional salinan formulir model c formulir model daa.1 plano formulir da.1 plano pemilu 2019 spse 4.3 pengadaan barang ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Tender Itemized Katalog Nasional Surat Suara Pemilu Tahun 2019 spse 4.3  Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,tender itemized katalog nasional surat suara pemilu tahun 2019 spse 4.3 pengadaan barang ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Lainnya Sewa Peralatan Kantor Sekretariat Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) Tahun Anggaran 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa lainnya sewa peralatan kantor sekretariat komite percepatan penyediaan infrastruktur prioritas kppip tahun anggaran 2019 spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Festival Kota Layak Anak Tahun 2018 spse 4.3  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,festival kota layak anak tahun 2018 spse 4.3 jasa lainnya ta 2018 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
PENGADAAN TENAGA AHLI BIDANG PENGEMBANGAN SERTIFIKASI KOMPETENSI DAN KUALIFIKASI TENAGA  PENDAMPING PEMBANGUNAN  PADA TIM KOORDINASI STRATEGIS PENGUATAN  PENDAMPINGAN PEMBANGUNAN  TA 2019 spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pengadaan tenaga ahli bidang pengembangan sertifikasi kompetensi kualifikasi tenaga pendamping pembangunan tim koordinasi strategis penguatan pendampingan pembangunan ta 2019 spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
PENGADAAN TENAGA AHLI BIDANG PENGEMBANGAN  PENDIDIKAN DAN PELATIHAN  PADA TIM KOORDINASI STRATEGIS PENGUATAN  PENDAMPI NGAN PEMBANGUNAN  TA 2019 spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pengadaan tenaga ahli bidang pengembangan pendidikan pelatihan tim koordinasi strategis penguatan pendampi ngan pembangunan ta 2019 spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
FASILITASI KEGIATAN EVALUASI PELAKSANAAN ANGGARAN DAN PENINGKATAN KINERJA ASN BIRO UMUM spse 4.3  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,fasilitasi kegiatan evaluasi pelaksanaan anggaran peningkatan kinerja asn biro umum spse 4.3 jasa lainnya ta 2018 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Lainnya Sewa Mesin Fotokopi Digital Kementerian Koordinator Bidang Perekonomian Tahun Anggaran 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa lainnya sewa mesin fotokopi digital kementerian koordinator bidang perekonomian tahun anggaran 2019 spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Lainnya Sewa Meubelair untuk Ruang Kantor Sekretariat Council Palm Oil Producing Countries (CPOPC) Tahun Anggaran 2019 spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa lainnya sewa meubelair ruang kantor sekretariat council palm oil producing countries cpopc tahun anggaran 2019 spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Nama Paket,Instansi,nama paket
Sewa Mesin Foto Copy spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,sewa mesin foto copy spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Tenaga Ahli Perencanaan Sumber Daya Alam Dan Lingkungan Hidup  Koordinasi Strategis Reforma Agraria Nasional (RAN) spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,tenaga ahli perencanaan sumber daya alam lingkungan hidup koordinasi strategis reforma agraria nasional ran spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
THEMATIC  STUDY PENGEMBANGAN SISTEM MANAJEMEN INFORMASI (MIS) UNTUK KEGIATAN KEGIATAN INTEGRATED PARTICIPATORY AND DEVELOPMENT OF IRRIGATION IRIGASI (IPDMIP) spse 4.3  Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,thematic study pengembangan sistem manajemen informasi mis kegiatan kegiatan integrated participatory and development of irrigation irigasi ipdmip spse 4.3 jasa konsultansi badan usaha ta 2019 seleksi prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
Belanja Jasa Konsultan Tenaga Ahli Monev Kegiatan Koordinasi Strategis DAK Transportasi spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli monev kegiatan koordinasi strategis dak transportasi spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Belanja Jasa Konsultan Tenaga Ahli Ekonomi Kegiatan Koordinasi Strategis DAK Transportasi spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli ekonomi kegiatan koordinasi strategis dak transportasi spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Belanja Jasa Konsultan Tenaga Ahli Kelembagaan dan Kebijakan publik Kegiatan Koordinasi Strategis DAK Transportasi spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli kelembagaan kebijakan publik kegiatan koordinasi strategis dak transportasi spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Belanja Jasa Konsultan Tenaga Ahli Muda GIS Kegiatan Koordinasi Strategis DAK spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli muda gis kegiatan koordinasi strategis dak spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Tenaga Ahli Ekonomi Wilayah spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,tenaga ahli ekonomi wilayah spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Sewa Unit Pengharum Ruangan dan Sistem Sanitasi Toilet spse 4.3  Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,sewa unit pengharum ruangan sistem sanitasi toilet spse 4.3 jasa lainnya ta 2019 tender pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"FASILITASI KEGIATAN MENKO BIDANG KEMARITIMAN DALAM RANGKA CONFERENCE OF THE PARTIES-24 (CLIMATE CHANGE), 24 HOURS OF REALITY PROTECT OUR PLANET, PROJECT OURSELVES, BANCHMARKING OLEH TIM PENYUSUN AWAL UNIVERSITAS MARITIMKUNJUNGAN KE PRABIK HYUNDAI, IMO  (INTERNATIONAL MARITIME ORGANIZATION) TAHUN 2018 spse 4.3  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Kemaritiman,fasilitasi kegiatan menko bidang kemaritiman rangka conference of the parties-24 climate change 24 hours of reality protect our planet project ourselves banchmarking tim penyusun awal universitas maritimkunjungan prabik hyundai imo international maritime organization tahun 2018 spse 4.3 jasa lainnya ta 2018 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Tenaga Ahli Knowledge Management spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,tenaga ahli knowledge management spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Pengiriman Molin tahun 2018 Tender Ulang spse 4.3  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,pengiriman molin tahun 2018 tender ulang spse 4.3 jasa lainnya ta 2018 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Modifikasi TORLIN Tender Ulang spse 4.3  Jasa Lainnya - TA 2018 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,modifikasi torlin tender ulang spse 4.3 jasa lainnya ta 2018 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Belanja Jasa Konsultan Tenaga Ahli Muda Transportasi Kegiatan Koordinasi Rencana Pembangunan Jangka Menengah Nasional 2020-2024 Dit. Transportasi spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli muda transportasi kegiatan koordinasi rencana pembangunan jangka menengah nasional 2020-2024 dit transportasi spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
Belanja Jasa Konsultan Tenaga Ahli Muda Transportasi Sektor Jalan Darat Kegiatan Koordinasi penyusunan RKP 2020 Dit. Transportasi spse 4.3  Jasa Konsultansi Perorangan - TA 2019 - Seleksi - Pascakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,belanja jasa konsultan tenaga ahli muda transportasi sektor jalan darat kegiatan koordinasi penyusunan rkp 2020 dit transportasi spse 4.3 jasa konsultansi perorangan ta 2019 seleksi pascakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
